Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	Number_rare	Number_ultra_rare
gene_21	Cauchy	NA	0.545056599373783	0.482557274605236	0.398680475372069	NA	NA	NA	NA	NA
gene_22	synonymous	0.001	0.118635043911409	0.118635043911409	0.118635043911409	-0.00482236661694055	0.00309021377234342	4190.685989	0	51
gene_22	synonymous	0.05	0.327029747657541	0.186342481541897	0.384115401577797	-0.000815498834988274	0.00061711179835281	15551.685989	89	51
gene_22	synonymous	0.1	0.485126786274856	0.721188919948035	0.292937696213923	-0.000219697068767543	0.000615621645321585	26165.685989	105	51
gene_22	Cauchy	NA	0.23931299800846	0.238127670425405	0.216874425055553	NA	NA	NA	NA	NA
gene_23	synonymous	0.001	0.430117427549275	0.430117427549275	0.430117427549275	-0.0021343539654394	0.00270516990635581	4188.673741	0	58
gene_23	synonymous	0.05	0.288831363751378	0.435969812645295	0.165432646872308	0.000657031156599871	0.000843410756072951	13646.673741	77	58
gene_23	synonymous	0.1	0.282188189355612	0.52524249712138	0.16190973600814	0.000543048106404714	0.000854810094380735	25776.673741	94	58
gene_23	Cauchy	NA	0.326386613985391	0.463283742413152	0.214189139580406	NA	NA	NA	NA	NA
gene_24	synonymous	0.001	0.0640012134260364	0.0640012134260364	0.0640012134260364	0.00525869471707627	0.00283920521641645	4766.444167	0	62
gene_24	synonymous	0.05	0.209469007865715	0.116751862539414	0.450989266720976	0.0013199547523884	0.000841510476662887	14310.444167	72	62
gene_24	synonymous	0.1	0.224233554248339	0.124855971463462	0.444150436776109	0.00124744022759541	0.000812820129872232	22699.444167	83	62
gene_24	Cauchy	NA	0.122952190943716	0.09342091513032	0.165543009020862	NA	NA	NA	NA	NA
gene_25	synonymous	0.001	0.561748324400598	0.561748324400598	0.561748324400598	0.00175854355126659	0.003030683014205	4200.089385	0	54
gene_25	synonymous	0.05	0.777807657037888	0.553580001083201	0.946331363035818	0.000516383459697765	0.000871674306642761	13238.089385	71	54
gene_25	synonymous	0.1	0.85763823743923	0.647132627545593	0.911065630797908	0.000386121752158403	0.000843522483183423	25402.089385	86	54
gene_25	Cauchy	NA	0.773230054995864	0.589318854528804	0.903178392094166	NA	NA	NA	NA	NA
gene_26	synonymous	0.001	0.504710683151854	0.504710683151854	0.504710683151854	0.00206109539486988	0.00308965239947616	4412.762981	0	52
gene_26	synonymous	0.05	0.427926104247072	0.577459067605032	0.260968482083902	0.000514825773901005	0.000924117249798837	13062.762981	70	52
gene_26	synonymous	0.1	0.546387897677047	0.498206734038065	0.346086788149287	0.000602117281397383	0.000888978020395939	23180.762981	85	52
gene_26	Cauchy	NA	0.492700852476097	0.527247543148792	0.357234304484601	NA	NA	NA	NA	NA
gene_27	synonymous	0.001	0.14667129469475	0.14667129469475	0.14667129469475	0.00477755072213885	0.00329170708452067	3853.190431	0	50
gene_27	synonymous	0.05	0.00862694074900294	0.570521462166425	0.00427217716679795	0.000393050666713136	0.000692864398533145	14831.190431	84	50
gene_27	synonymous	0.1	0.0154690120037171	0.746583632319476	0.00763293989311853	0.000208882893666873	0.000646401329848605	27045.190431	102	50
gene_27	Cauchy	NA	0.0160454501765789	0.416017890495156	0.00807639576360042	NA	NA	NA	NA	NA
gene_28	synonymous	0.001	0.201277245108441	0.201277245108441	0.201277245108441	0.0034988211419739	0.00273790073867699	4397.23753299999	0	67
gene_28	synonymous	0.05	0.417217348662871	0.511540041453429	0.254124233399295	0.000577829211374834	0.000880244678037806	20719.237533	98	67
gene_28	synonymous	0.1	0.445889563461979	0.352086338579131	0.276675776926675	0.000851473422023864	0.000915021582252608	29895.237533	112	67
gene_28	Cauchy	NA	0.32777816393963	0.325659898823143	0.240518528871162	NA	NA	NA	NA	NA
gene_29	synonymous	0.001	0.440702957918872	0.440702957918872	0.440702957918872	0.00244583809052352	0.00317226565969673	4156.901648	0	62
gene_29	synonymous	0.05	0.190702312295637	0.10751758845353	0.277218728781836	0.00126719329145266	0.000787344671542779	15104.901648	74	62
gene_29	synonymous	0.1	0.168418597074624	0.0917890026984713	0.34230166692661	0.00124401968465767	0.000737837276191198	26652.901648	90	62
gene_29	Cauchy	NA	0.231850677052979	0.139398195586412	0.346451527488102	NA	NA	NA	NA	NA
gene_3	synonymous	0.001	0.539876578137234	0.539876578137234	0.539876578137234	-0.00190462660000616	0.00310705990265009	4343.447771	0	55
gene_3	synonymous	0.05	0.568495690290135	0.361768358857866	0.773218578476703	-0.000803402218943375	0.000880922827498915	13229.447771	78	55
gene_3	synonymous	0.1	0.804094644697294	0.57943059669603	0.796765301904372	-0.000482041628566889	0.000869771133155587	29908.447771	100	55
gene_3	Cauchy	NA	0.668786553412047	0.491194575238461	0.72916944973477	NA	NA	NA	NA	NA
gene_30	synonymous	0.001	0.452163419908654	0.452163419908654	0.452163419908654	-0.00224878489236903	0.00299114856937605	4694.353255	0	62
gene_30	synonymous	0.05	0.264360441288289	0.147497971747285	0.653837758118658	-0.000958869081915289	0.000662007682004713	15531.353255	77	62
gene_30	synonymous	0.1	0.265887033255298	0.147656565975141	0.767238257061388	-0.000911472803375941	0.000629531590107729	30546.353255	97	62
gene_30	Cauchy	NA	0.315055487883024	0.19917887218611	0.646564527095191	NA	NA	NA	NA	NA
gene_31	synonymous	0.001	0.32551287427417	0.32551287427417	0.32551287427417	-0.00284240481711231	0.00289099622869822	4946.148083	0	59
gene_31	synonymous	0.05	0.58651660295029	0.369863294163317	0.427355367154654	-0.000644843539886484	0.00071910600179053	14982.148083	66	59
gene_31	synonymous	0.1	0.717638556139047	0.483165709003822	0.594625538857799	-0.00048689374107345	0.000694352296571431	29998.148083	87	59
gene_31	Cauchy	NA	0.550807952791827	0.388433743072608	0.443671019663072	NA	NA	NA	NA	NA
gene_32	synonymous	0.001	0.816442475039162	0.816442475039162	0.816442475039162	0.000771719899559333	0.00332461614249568	3727.736517	0	51
gene_32	synonymous	0.05	0.529579077511837	0.337506073519754	0.409236300757478	-0.000849500773848088	0.000885722797497167	15391.736517	76	51
gene_32	synonymous	0.1	0.401756091479057	0.244131011108629	0.477841862462834	-0.000946868705390056	0.000812955917357263	28300.736517	94	51
gene_32	Cauchy	NA	0.631216943285886	0.493625989073058	0.618792401006303	NA	NA	NA	NA	NA
gene_33	synonymous	0.001	0.332696382608892	0.332696382608892	0.332696382608892	0.00280364471352042	0.0028942431654816	4966.529873	0	62
gene_33	synonymous	0.05	0.933818856302912	0.859208363014224	0.761373218720328	0.000130000345003077	0.000732883617136739	12378.529873	70	62
gene_33	synonymous	0.1	0.905055854951725	0.930696467434824	0.708295892874879	6.17590890176206e-05	0.00071013084905876	27065.529873	90	62
gene_33	Cauchy	NA	0.877590951368672	0.853504250283822	0.626682489022145	NA	NA	NA	NA	NA
gene_34	synonymous	0.001	0.618045050899804	0.618045050899804	0.618045050899804	-0.00148537107656904	0.00297894661168633	4739.02817	0	56
gene_34	synonymous	0.05	0.124233565153723	0.910450562219195	0.0642703233713087	7.8858567429698e-05	0.000701150499321898	13646.02817	65	56
gene_34	synonymous	0.1	0.135179851637424	0.589123368651774	0.0703899553736221	0.000376282542773525	0.000696681711586956	32096.02817	89	56
gene_34	Cauchy	NA	0.19553575444511	0.800275879935812	0.103008717496061	NA	NA	NA	NA	NA
gene_35	synonymous	0.001	0.71917858637537	0.71917858637537	0.71917858637537	0.00101339692381448	0.00281846121041876	4778.296337	0	52
gene_35	synonymous	0.05	0.88217829280801	0.815362391432434	0.67345466009389	0.000147005128632243	0.000629534859143084	15671.296337	81	52
gene_35	synonymous	0.1	0.906848649597175	0.83598321132559	0.710889960207134	0.000133222674634015	0.000643481732492627	34829.296337	106	52
gene_35	Cauchy	NA	0.866331305883047	0.799476996757918	0.702047127298425	NA	NA	NA	NA	NA
gene_36	synonymous	0.001	0.728580055544894	0.728580055544894	0.728580055544894	-0.0010570367709143	0.00304608387000007	4354.861859	0	61
gene_36	synonymous	0.05	0.138628548411039	0.0742100029392562	0.316644972185361	-0.00138709024161012	0.00077694363128814	12899.861859	68	61
gene_36	synonymous	0.1	0.117164712257253	0.0613194916888127	0.331439275767694	-0.00143485742534481	0.000766817655137316	24188.861859	85	61
gene_36	Cauchy	NA	0.209970054856215	0.108422189699275	0.461870111500976	NA	NA	NA	NA	NA
gene_37	synonymous	0.001	0.954729080303889	0.954729080303889	0.954729080303889	0.000156269235403947	0.00275271349431729	4503.014203	0	62
gene_37	synonymous	0.05	0.834256772370046	0.611823680154701	0.916303380078181	0.000364752283238448	0.00071876337139407	12788.014203	80	62
gene_37	synonymous	0.1	0.918010554256586	0.730764721078756	0.936630525045055	0.000244143319059543	0.000709495254177288	29374.014203	101	62
gene_37	Cauchy	NA	0.925159552133755	0.888810927518957	0.939733687334147	NA	NA	NA	NA	NA
gene_38	synonymous	0.001	0.825362068916929	0.825362068916929	0.825362068916929	0.000652701685861848	0.00295803616822583	4815.803084	0	59
gene_38	synonymous	0.05	0.0400509398492179	0.0201036127530072	0.571187562493546	0.00189194168015208	0.000813945446951249	12733.803084	69	59
gene_38	synonymous	0.1	0.0738166555280539	0.0380191985956331	0.54379023636948	0.00151718350499705	0.000731296938285017	22706.803084	84	59
gene_38	Cauchy	NA	0.0885518798169445	0.042176016828761	0.687307928405173	NA	NA	NA	NA	NA
gene_39	synonymous	0.001	0.303635324270127	0.303635324270127	0.303635324270127	0.00293273102540715	0.00285099631165692	4862.767846	0	69
gene_39	synonymous	0.05	0.725233233494481	0.512537262200382	0.497761549615223	0.000527012548355247	0.000804731943527729	13414.767846	74	69
gene_39	synonymous	0.1	0.429964309226999	0.25647295150546	0.446230503720878	0.000894772962593257	0.000788508084405001	28552.767846	94	69
gene_39	Cauchy	NA	0.491775471405157	0.341576862162264	0.408511368642134	NA	NA	NA	NA	NA
gene_4	synonymous	0.001	0.854081593728894	0.854081593728894	0.854081593728894	-0.000541427713108975	0.00294393159207464	4864.916041	0	64
gene_4	synonymous	0.05	0.0982989067959587	0.0545238587041079	0.415064622699703	0.00146729738381903	0.000763163552136338	18464.916041	85	64
gene_4	synonymous	0.1	0.102704287537879	0.0569226899650949	0.448310323383413	0.00139293869330549	0.000731622342252387	22151.916041	90	64
gene_4	Cauchy	NA	0.201105555351075	0.0994604602109421	0.655069132043336	NA	NA	NA	NA	NA
gene_40	synonymous	0.001	0.992997941088287	0.992997941088287	0.992997941088287	-2.45203369589028e-05	0.00279405634903066	4625.028886	0	64
gene_40	synonymous	0.05	0.204820721743186	0.110429015328223	0.925677855389183	-0.00107053372074122	0.000670647944443518	14132.028886	72	64
gene_40	synonymous	0.1	0.568380255209677	0.353858574344643	0.89755601222412	-0.000579138858729305	0.000624657056115581	28037.028886	92	64
gene_40	Cauchy	NA	0.978494740162341	0.977405008822535	0.981884334069995	NA	NA	NA	NA	NA
gene_41	synonymous	0.001	0.376558219535662	0.376558219535662	0.376558219535662	-0.00271174712799586	0.00306670034384864	4466.747578	0	61
gene_41	synonymous	0.05	0.788219208163626	0.558043375195903	0.586330805655419	-0.000399232128749488	0.000681574004890433	16196.747578	82	61
gene_41	synonymous	0.1	0.414076175376493	0.243959602074843	0.548639759763342	-0.000803844596958323	0.000689908466316857	26354.747578	97	61
gene_41	Cauchy	NA	0.561732917501971	0.373179995370913	0.502502382328466	NA	NA	NA	NA	NA
gene_42	synonymous	0.001	0.557650942322132	0.557650942322132	0.557650942322132	0.00164309946471353	0.00280232574066328	4601.925692	0	63
gene_42	synonymous	0.05	0.300476876073757	0.787919870739371	0.168235841647886	-0.000169499554896119	0.000630080003891047	13651.925692	86	63
gene_42	synonymous	0.1	0.308934037272199	0.746280704210896	0.173324379423656	-0.000202566463481573	0.000626079682944521	26679.925692	105	63
gene_42	Cauchy	NA	0.376542785733891	0.71683394384377	0.240697618872641	NA	NA	NA	NA	NA
gene_43	synonymous	0.001	0.934816683895711	0.934816683895711	0.934816683895711	0.000257525799197532	0.00314876612677072	4172.149004	0	57
gene_43	synonymous	0.05	1	0.940323860667146	0.873648137775799	5.81291631686596e-05	0.000776475758447487	15945.149004	81	57
gene_43	synonymous	0.1	1	0.907234872077272	0.850968721171763	8.39260605648671e-05	0.000720228318188679	24180.149004	93	57
gene_43	Cauchy	NA	1	0.929992901195401	0.899437403239031	NA	NA	NA	NA	NA
gene_44	pLoF	0.05	1.21459858542888e-11	1.21459858542888e-11	1.21459858542888e-11	0.0405671076300242	0.00598470464246356	470	1	0
gene_44	pLoF	0.1	1.21459858542888e-11	1.21459858542888e-11	1.21459858542888e-11	0.0405671076300242	0.00598470464246356	470	1	0
gene_44	synonymous	0.001	0.758149278839184	0.758149278839184	0.758149278839184	-0.00099155750323317	0.00322026240339236	4028.659026	0	54
gene_44	synonymous	0.05	0.0405036371426644	0.0863434130226228	0.0250163658670077	-0.00123785911893118	0.000721779578940578	14730.659026	83	54
gene_44	synonymous	0.1	0.00240466036019027	0.18207558503603	0.00111575401567876	-0.00096251387948187	0.000721312958874539	33018.659026	109	54
gene_44	Cauchy	NA	3.03650438127079e-11	3.03650438127079e-11	3.03650438127079e-11	NA	NA	NA	NA	NA
gene_45	pLoF	0.05	0.00352709848720585	0.00352709848720585	0.00352709848720585	-0.0148815782339348	0.00510058196600459	339	1	0
gene_45	pLoF	0.1	0.00352709848720585	0.00352709848720585	0.00352709848720585	-0.0148815782339348	0.00510058196600459	339	1	0
gene_45	synonymous	0.001	0.830748333354274	0.830748333354274	0.830748333354274	-0.000634306175507269	0.00296762670231759	4786.513963	0	63
gene_45	synonymous	0.05	0.895176675665872	0.880202834046118	0.69650631274604	0.000100849299079501	0.00066915200794679	16832.513963	81	63
gene_45	synonymous	0.1	0.920867663219499	0.94423424914124	0.737608491124238	4.75565117499263e-05	0.000679874038144606	24602.513963	93	63
gene_45	Cauchy	NA	0.00925482954492118	0.00932609800515971	0.00898172678783871	NA	NA	NA	NA	NA
gene_46	synonymous	0.001	0.658040105220735	0.658040105220735	0.658040105220735	0.00135461929764842	0.00306045171159087	4439.768235	0	52
gene_46	synonymous	0.05	0.0639128700000302	0.674003531372013	0.0327218673426498	0.000296871924906889	0.000705729275782044	14797.768235	83	52
gene_46	synonymous	0.1	0.0866569653516535	0.601431532564548	0.0450736201039489	0.000360076004121837	0.000689347807149857	28863.768235	102	52
gene_46	Cauchy	NA	0.114811407944467	0.645895568936252	0.0584043430935329	NA	NA	NA	NA	NA
gene_47	synonymous	0.001	0.809398341583065	0.809398341583065	0.809398341583065	-0.000717796290025187	0.00297591001716073	4741.103208	0	66
gene_47	synonymous	0.05	0.771643261632813	0.54305748930582	0.75013796166193	-0.000459314613337841	0.000755208215244803	15170.103208	73	66
gene_47	synonymous	0.1	0.57642136835094	0.363807512147671	0.810107540419784	-0.000606951351868513	0.000668350108129366	30064.103208	94	66
gene_47	Cauchy	NA	0.742199171803822	0.616107940375575	0.792809672572634	NA	NA	NA	NA	NA
gene_48	synonymous	0.001	0.356256528368104	0.356256528368104	0.356256528368104	0.00244584580776408	0.00265126106745831	3990.65914199999	0	60
gene_48	synonymous	0.05	0.223596637828059	0.124144377501709	0.817801821896421	0.00116626794746996	0.000758494751575313	12520.659142	78	60
gene_48	synonymous	0.1	0.219254904419537	0.120986393636619	0.897057979932322	0.00109502225108362	0.000706171372561124	24658.659142	95	60
gene_48	Cauchy	NA	0.256443549214908	0.160897477772268	0.797081168248152	NA	NA	NA	NA	NA
gene_49	synonymous	0.001	0.355520897031222	0.355520897031222	0.355520897031222	0.00233449066248751	0.0025266866651185	3342.20150899999	0	69
gene_49	synonymous	0.05	0.674528482265089	0.728046964684049	0.443063667681516	0.000219637821219159	0.000631642899623888	15079.201509	82	69
gene_49	synonymous	0.1	0.564222312842652	0.961944221234817	0.351126235499063	-2.97577922214008e-05	0.000623670773506802	23752.201509	94	69
gene_49	Cauchy	NA	0.534605587595569	0.894384591220249	0.381289578180101	NA	NA	NA	NA	NA
gene_5	synonymous	0.001	0.742927515525505	0.742927515525505	0.742927515525505	-0.000865481090654677	0.00263883054286126	3871.82924	0	70
gene_5	synonymous	0.05	0.823138778253028	0.601805127735357	0.958820248822036	-0.000407165276708075	0.000780299495412054	13272.82924	75	70
gene_5	synonymous	0.1	0.713255926180392	0.48309780886242	0.946673485568348	-0.000509848773050772	0.000726975323944304	28121.82924	96	70
gene_5	Cauchy	NA	0.767967808305779	0.624268604331723	0.935303111366169	NA	NA	NA	NA	NA
gene_50	synonymous	0.001	0.8565438589818	0.8565438589818	0.8565438589818	-0.000584728238078621	0.00323455614351212	3997.257855	0	45
gene_50	synonymous	0.05	0.200509025874096	0.11740658727962	0.251853021306413	-0.00122405520468136	0.00078176803889796	16392.257855	92	45
gene_50	synonymous	0.1	0.350869261336955	0.252024974484277	0.205883368071736	-0.000857006410677148	0.000748186605126591	28772.257855	109	45
gene_50	Cauchy	NA	0.519996449548152	0.35174729633036	0.473949967039452	NA	NA	NA	NA	NA
gene_51	synonymous	0.001	0.166926615527371	0.166926615527371	0.166926615527371	0.00353596840001624	0.00255831599797972	3467.07024999999	0	68
gene_51	synonymous	0.05	0.380887326223577	0.774408217802062	0.226719642267756	-0.000220931056803889	0.000770832489711151	15183.07025	80	68
gene_51	synonymous	0.1	0.417535900204404	0.728167338857636	0.251042307173721	-0.000258694643274991	0.000744307058673701	23379.07025	91	68
gene_51	Cauchy	NA	0.286097302293656	0.532681228139737	0.209490633544514	NA	NA	NA	NA	NA
gene_52	synonymous	0.001	0.582059942218449	0.582059942218449	0.582059942218449	0.00163117835994814	0.00296374042359707	4787.846803	0	59
gene_52	synonymous	0.05	0.92848627547158	0.867546627897413	0.754703496242783	-0.000122527671334257	0.000734685891873607	14157.846803	83	59
gene_52	synonymous	0.1	1	0.815927115709597	0.81442007572888	-0.000169422166049448	0.000727800325227051	23626.846803	96	59
gene_52	Cauchy	NA	1	0.797383939989971	0.739593779743354	NA	NA	NA	NA	NA
gene_53	pLoF	0.05	2.14828095533066e-14	2.14828095533066e-14	2.14828095533066e-14	0.0463446995861956	0.00606492771794632	482	1	0
gene_53	pLoF	0.1	2.14828095533066e-14	2.14828095533066e-14	2.14828095533066e-14	0.0463446995861956	0.00606492771794632	482	1	0
gene_53	synonymous	0.001	0.978349555132605	0.978349555132605	0.978349555132605	7.95454780492788e-05	0.00293113234311626	4910.757898	0	61
gene_53	synonymous	0.05	0.00639428610645243	0.0613193741615428	0.00344876825998353	0.00124136656828619	0.000663411815520477	15197.757898	80	61
gene_53	synonymous	0.1	0.00108541474119517	0.0221815383981715	0.00071302563320752	0.00143819231128677	0.000628788099474098	26410.757898	96	61
gene_53	Cauchy	NA	5.37347943918576e-14	5.37347943918576e-14	5.37347943918576e-14	NA	NA	NA	NA	NA
gene_54	synonymous	0.001	0.341856690933456	0.341856690933456	0.341856690933456	0.00288130796710081	0.00303135048737185	4532.519568	0	53
gene_54	synonymous	0.05	0.737170467842561	0.505300701604771	0.911302242946349	0.000509282316592817	0.00076448988997834	12827.519568	68	53
gene_54	synonymous	0.1	0.901207403256999	0.70292353713462	0.943275924534347	0.000269933910431415	0.000707787627307778	26526.519568	87	53
gene_54	Cauchy	NA	0.774354765492564	0.522788174454188	0.892060561334807	NA	NA	NA	NA	NA
gene_55	synonymous	0.001	0.544517840692071	0.544517840692071	0.544517840692071	-0.00194321465926343	0.00320664945316622	4074.49723	0	53
gene_55	synonymous	0.05	0.80829621466531	0.939609614866985	0.580212238996439	5.07438440594946e-05	0.000669792583817807	16509.49723	96	53
gene_55	synonymous	0.1	0.812983929539627	0.914333982796854	0.584940079808234	6.92043057997128e-05	0.000643320859764108	23311.49723	105	53
gene_55	Cauchy	NA	0.755061869676668	0.897305063927229	0.570104124314232	NA	NA	NA	NA	NA
gene_56	synonymous	0.001	0.2449234889978	0.2449234889978	0.2449234889978	0.00415850393607906	0.00357638202370393	3191.211729	0	49
gene_56	synonymous	0.05	0.227764311473912	0.689840872509874	0.123679534957357	0.000280242687618088	0.000702237624850627	13377.211729	85	49
gene_56	synonymous	0.1	0.244164688511325	0.388436391955386	0.134707116314074	0.000623924249471058	0.000723426967632684	28466.211729	105	49
gene_56	Cauchy	NA	0.238734487814642	0.425111132571092	0.154319074658241	NA	NA	NA	NA	NA
